Term,Course Code,Course Number,Section Number,Title,Instructor,A,A-,B+,B,B-,C+,C,C-,D+,D,F,I,W,AU,CR,NC,X,NR,IP,Total,GPA
Fall 2015,GEO,211,10,Mineralogy,"Cole, Kevin C",2,5,2,5,7,1,7,4,1,0,1,0,1,0,0,0,0,0,0,36,2.61
Fall 2015,GEO,311,10,Structural Geology,"Weber, John",6,2,4,1,3,0,6,1,1,1,1,0,2,0,0,0,0,0,0,28,2.76
Fall 2015,GEO,320,10,Geomorphology,"Colgan, Patrick M",4,4,3,5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,23,3.1
Fall 2015,GEO,360,1,Earth Resources in Transition,"Wampler, Peter",2,3,2,2,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,20,2.93
Fall 2015,GEO,440,1,Geohydrology,"Kneeshaw, Tara Ann",7,3,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3.45
Fall 2015,GEO,485,1,SWS Geology Seminar,"Peterson, Virginia L",13,5,2,5,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,32,3.18
Fall 2015,GER,101,1,Elementary German I,"Place, Mitchell",10,2,5,1,2,0,2,2,0,0,1,0,1,0,0,0,0,0,0,26,3.19
Fall 2015,GER,101,2,Elementary German I,"Place, Mitchell",3,8,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,23,3.27
Fall 2015,GER,101,3,Elementary German I,"Waltz, William J",4,1,4,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,3.38
Fall 2015,GER,102,1,Elementary German II,"Neitzert, Kevin",1,4,1,3,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,16,2.7
Fall 2015,GER,201,1,Intermediate German I,"Neitzert, Kevin",2,1,2,7,2,0,2,3,1,1,1,0,0,0,0,0,0,0,0,22,2.55
Fall 2015,GER,201,2,Intermediate German I,"Neitzert, Kevin",6,1,3,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,3.29
Fall 2015,GER,301,1,German Composition,"Anderson, Donovan J",5,3,3,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20,3.38
Fall 2015,GER,302,1,German Conversation,"Neitzert, Kevin",2,1,4,1,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,14,2.61
Fall 2015,GER,331,1,Business German,"Place, Mitchell",8,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.53
Fall 2015,GPY,100,1,Physical Geography,"Wagendorp, Jeroen",2,3,2,4,2,7,4,4,0,1,1,0,1,0,0,0,0,0,0,31,2.5
Fall 2015,GPY,100,2,Physical Geography,"Sun, Wanxiao",5,2,4,6,4,2,1,2,0,1,0,0,1,0,0,0,0,0,0,28,2.98
Fall 2015,GPY,100,3,Physical Geography,"Wagendorp, Jeroen",2,2,1,2,2,3,2,0,0,1,3,0,0,0,0,0,0,0,0,18,2.33
Fall 2015,GPY,200,1,Computer Cartography,"Sun, Wanxiao",3,2,6,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,3.21
Fall 2015,GPY,200,2,Computer Cartography,"Ma, Kin M",0,2,2,5,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,15,2.48
Fall 2015,GPY,209,1,Intro Urban/Regional Planning,"Houser, Patricia A",9,3,8,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,3.48
Fall 2015,GPY,220,1,Cultural Geography,"Houser, Patricia A",22,7,4,7,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,47,3.55
Fall 2015,GPY,220,2,Cultural Geography,"Wessell, Jonathan E",2,7,8,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,3.38
Fall 2015,GPY,235,1,World Regional Geography,"Ma, Kin M",1,2,4,2,6,1,2,4,2,0,0,0,0,0,0,0,0,0,0,24,2.6
Fall 2015,GPY,235,2,World Regional Geography,"Cole, Roy",8,0,0,7,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,28,3.04
Fall 2015,GPY,235,3,World Regional Geography,"Ma, Kin M",1,2,2,8,7,5,1,2,2,1,1,0,2,0,0,0,0,0,0,34,2.54
Fall 2015,GPY,235,4,World Regional Geography,"Cole, Roy",15,11,8,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,3.44
Fall 2015,GPY,235,5,World Regional Geography,"Penn, James W",1,2,1,6,5,3,3,4,3,1,3,0,3,0,0,0,0,0,0,35,2.21
Fall 2015,GPY,235,6,World Regional Geography,"Wessell, Jonathan E",6,15,7,7,4,4,1,1,0,1,1,0,1,0,0,0,0,0,0,48,3.16
Fall 2015,GPY,235,8,World Regional Geography,"Gutowsky, Michael S",6,2,3,3,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,20,3.07
Fall 2015,GPY,307,10,Intro to Computer Map & GIS,"Xu, Gang",5,1,0,5,1,0,0,0,0,2,0,0,5,0,1,0,0,0,0,20,3.1
Fall 2015,GPY,307,20,Intro to Computer Map & GIS,"Xu, Gang",4,3,3,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,3.41
Fall 2015,GPY,312,1,Urban and Region Environm Plan,"Houser, Patricia A",7,8,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,22,3.58
Fall 2015,GPY,324,1,Urbanization,"Xu, Gang",6,5,0,2,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,18,3.19
Fall 2015,GPY,345,1,Geog of Michigan/Great Lakes,"Wagendorp, Jeroen",3,2,6,0,2,1,2,0,0,0,1,0,6,0,0,0,0,0,0,23,2.99
Fall 2015,GPY,362,1,Farm Crop Agric Wrld,"Penn, James W",8,2,5,5,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,33,3.02
Fall 2015,GPY,363,1,World Forests & Their Use,"Penn, James W",3,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.41
Fall 2015,GPY,370,1,Intro to Remote Sensing,"Sun, Wanxiao",5,8,1,5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,23,3.38
Fall 2015,GPY,410,1,Landscape Analysis,"Lioubimtseva, Elena",1,5,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14,3
Fall 2015,GPY,495,1,SWS Senior Seminar,"Cole, Roy",3,1,2,3,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,15,3.05
Fall 2015,GRK,101,1,Elementary Ancient Greek I,"Rayor, Diane J",5,5,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,15,3.31
Fall 2015,HIM,301,1,Intro to Health Inform Mgmt,"Alles-Grice, Julie M",21,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.87
Fall 2015,HIM,304,1,Adv Med Terms of Disease,"VanderMolen, Julia K",11,10,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,25,3.75
Fall 2015,HIM,311,1,CPT/HCPCS Coding,"Pacey, Janna",6,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.72
Fall 2015,HIM,365,1,Quality Mgmt in Health Care,"Pacey, Janna",5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.68
Fall 2015,HNR,209,1,Islamic Middle East I,"Fitzpatrick, Regina C",3,6,4,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,24,3.14
Fall 2015,HNR,210,1,Islamic Middle East I,"Al-Mallah, Majd",4,6,4,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,24,3.22
Fall 2015,HNR,211,1,Classical World I,"Rayor, Diane J",3,7,3,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,18,3.28
Fall 2015,HNR,212,1,Classical World I,"Pazdernik, Charles F",3,7,3,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,18,3.28
Fall 2015,HNR,213,1,American Civilization I,"Montagna, Douglas",7,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.66
Fall 2015,HNR,213,2,American Civilization I,"Tripp, Steve E",13,2,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,3.52
Fall 2015,HNR,214,1,American Civilization I,"Hewitt, Avis",2,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.52
Fall 2015,HNR,214,2,American Civilization I,"Webster, Michael P",11,6,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,3.62
Fall 2015,HNR,215,1,European Civilization I,"Adams, Ellen E",16,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.84
Fall 2015,HNR,215,2,European Civilization I,"Coolidge, Grace E",3,6,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,18,3.19
Fall 2015,HNR,216,1,European Civilization I,"Eick, David M",16,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.84
Fall 2015,HNR,216,2,European Civilization I,"Wright, Diane M",3,6,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,18,3.19
Fall 2015,HNR,217,1,The Making of Europe I,"Lockerd, Benjamin G",5,7,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.37
Fall 2015,HNR,227,1,Making of Europe 3,"Lockerd, Benjamin G",3,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.59
Fall 2015,HNR,231,1,SWS The Holocaust,"Crouthamel, Jason P",8,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,3.58
Fall 2015,HNR,231,2,SWS The Holocaust,"Franciosi, Robert M",11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.87
Fall 2015,HNR,241,1,"The Earth, A Global View","Wilson, Gregory C",6,7,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3.47
Fall 2015,HNR,242,1,Plants and People,"Blackman, Sheila",14,5,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,24,3.82
Fall 2015,HNR,243,10,The Human Body in Motion I,"Ambrose, Bradley S",6,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.51
Fall 2015,HNR,245,1,Microbes and Society,"Morgan, Roderick",11,6,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,3.61
Fall 2015,HNR,246,10,Chemistry in Perspective,"McBane, George C",10,0,0,7,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,23,3.2
Fall 2015,HNR,254,1,African Civilization I,"Buckridge, Steeve",0,10,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,3.42
Fall 2015,HNR,255,1,African Civilization I,"Alvarez, David",1,2,6,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,3.06
Fall 2015,HNR,256,1,Focus on East Asia I,"Benjamin, Craig",13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,3.71
Fall 2015,HNR,257,1,Focus on East Asia II,"Liang, Yan",13,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19,3.62
Fall 2015,HNR,258,1,History of Science I,"Kopperl, Sheldon",15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.88
Fall 2015,HNR,259,1,History of Science I,"Spear, Andrew D",10,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.75
Fall 2015,HNR,280,1,Live.Learn.Lead:Life in Honors,"Chamberlain, Jeffrey",16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.9
Fall 2015,HNR,280,2,Food For Thought,"McFarland, Amy Lene",9,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.72
Fall 2015,HNR,280,3,Live.Learn.Lead:Life in Honors,"Cataldo, Jeremiah W",4,3,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,19,3.09
Fall 2015,HNR,280,4,Alliance & Confl: Rel & Soc,"Cataldo, Jeremiah W",3,4,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.27
Fall 2015,HNR,280,5,SWS Art & Money,"Adams, Ellen E",16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.95
Fall 2015,HNR,280,6,Live.Learn.Lead:Life in Honors,"Toot, Jane I",13,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.86
Fall 2015,HNR,280,7,Big History I,"Benjamin, Craig",12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.83
Fall 2015,HNR,280,8,Big History I,"Benjamin, Craig",12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.83
Fall 2015,HNR,280,9,Theory & Practice of Rights I,"Zivi, Karen",0,2,11,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,3.22
Fall 2015,HNR,280,12,"SWS Race, Culture & Society","Stewart, Jennifer",11,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,3.62
Fall 2015,HNR,280,13,Live.Learn.Lead:Life in Honors,"Zivi, Karen",5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.77
Fall 2015,HNR,280,14,Social Product Innovation,"Lane, Paul M",8,14,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,3.75
Fall 2015,HNR,280,15,Live.Learn.Lead:Life in Honors,"Muehlenbeck, Bettina",13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3.93
Fall 2015,HNR,280,16,National Security,"White, Jonathan R",24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.99
Fall 2015,HNR,280,17,Live.Learn.Lead:Life in Honors,"Toot, Jane I",16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.97
Fall 2015,HNR,280,18,Live.Learn.Lead:Life in Honors,"Alderink, Gordon J",8,8,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,3.59
Fall 2015,HNR,280,20,SWS Sexism and the Arts,"Muehlenbeck, Bettina",18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.94
Fall 2015,HNR,280,21,Urbanism,"Morison, Melissa G",12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.86
Fall 2015,HNR,280,22,Live.Learn.Lead:Life in Honors,"White, Jonathan R",22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.94
Fall 2015,HNR,280,23,Live.Learn.Lead:Life in Honors,"Clark, Kelly J",4,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16,3.63
Fall 2015,HNR,311,1,SWS Spirituality & Health,"Wallace, Heather M",10,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,3.95
Fall 2015,HNR,311,2,SWS Scandalous Literature,"Eick, David M",12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.93
Fall 2015,HNR,312,1,SWS Lit Explr/Medical Controv,"Toot, Jane I",18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,4
Fall 2015,HNR,312,2,SWS Lit Explr/Medical Controv,"Alderink, Gordon J",4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.55
Fall 2015,HNR,312,3,SWS Sociology of Consumption,"Stillerman, Joel P",3,4,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,3.32
Fall 2015,HNR,312,4,SWS Theory of Human Rights,"Hiskes, Richard P",3,8,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,3.41
Fall 2015,HNR,312,5,"SWS Music,Culture & Aesthetics","Ellenberger, Kurt",14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.89
Fall 2015,HNR,312,7,SWS Lit Explr/Medical Controv,"Swartzlander, Susan",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.98
Fall 2015,HNR,499,1,Honors Senior Project,"Chamberlain, Jeffrey",22,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26,3.99
Fall 2015,HNR,499,2,Honors Senior Project,"Chamberlain, Jeffrey",35,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,3.92
Fall 2015,HNR,499,3,Honors Senior Project,"Chamberlain, Jeffrey",19,2,3,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,28,3.81
Fall 2015,HSC,201,1,The Scientific Revolution,"Kopperl, Sheldon",29,18,10,23,3,0,2,0,0,0,1,0,3,0,0,0,0,0,0,89,3.45
Fall 2015,HST,101,1,World Civilizations,"Morgan, Stephen L",8,2,0,10,3,2,6,1,4,0,2,0,7,0,0,0,0,0,0,45,2.66
Fall 2015,HST,101,2,World Civilizations,"Houser, Steven",1,2,5,7,3,3,4,1,0,1,1,0,0,0,0,0,0,0,0,28,2.66
Fall 2015,HST,101,3,World Civilizations,"Zwart, David E",2,5,8,13,6,2,4,0,0,2,2,0,0,0,0,0,0,0,0,44,2.79
Fall 2015,HST,101,4,World Civilizations,"Morgan, Stephen L",6,5,5,7,2,6,5,1,2,2,1,0,3,0,0,0,0,0,0,45,2.75
Fall 2015,HST,101,5,World Civilizations,"Huner, Michael Kennet",3,3,5,7,1,0,1,1,0,1,4,0,3,0,0,0,0,0,0,29,2.62
Fall 2015,HST,101,6,World Civilizations,"Houser, Steven",7,8,3,16,2,4,2,0,1,1,0,0,1,0,0,0,0,0,0,45,3.1
Fall 2015,HST,101,7,World Civilizations,"Warber, Samantha M",4,5,1,6,4,8,2,3,2,4,6,0,0,0,0,0,0,0,0,45,2.24
Fall 2015,HST,101,8,World Civilizations,"Peterson, Andrew C",7,4,5,1,6,1,1,1,1,1,2,0,0,0,0,0,0,0,0,30,2.89
Fall 2015,HST,101,9,World Civilizations,"Elliott, Jessica M",7,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.56
Fall 2015,HST,101,10,World Civilizations,"Elliott, Jessica M",5,16,6,3,0,2,0,1,0,0,3,0,4,0,1,0,0,0,0,41,3.18
Fall 2015,HST,101,12,World Civilizations,"Zwart, David E",5,4,8,11,7,2,1,0,0,1,6,0,0,0,0,0,0,0,0,45,2.68
Fall 2015,HST,101,13,World Civilizations,"Houser, Steven",3,6,9,11,5,5,4,0,0,1,0,0,1,0,0,0,0,0,0,45,2.98
Fall 2015,HST,102,1,European Civilizations,"Elliott, Jessica M",1,7,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,3.34
Fall 2015,HST,102,2,European Civilizations,"Young, Jeremy C",5,5,10,6,2,1,0,2,1,1,0,0,1,0,0,0,0,0,0,34,3.12
Fall 2015,HST,102,3,European Civilizations,"Houser, Steven",5,5,6,12,4,2,4,2,0,1,1,0,0,0,0,0,0,0,0,42,2.91
Fall 2015,HST,102,4,European Civilizations,"Coolidge, Grace E",9,4,1,10,3,2,5,1,0,1,2,0,0,0,0,0,0,0,0,38,2.88
Fall 2015,HST,102,5,European Civilizations,"Chapman, Alice L",6,1,3,11,3,2,7,6,0,4,0,0,1,0,0,0,0,0,0,44,2.59
Fall 2015,HST,102,6,European Civilizations,"Chapman, Alice L",8,6,4,9,8,1,5,2,0,1,0,0,1,0,0,0,0,0,0,45,3.02
Fall 2015,HST,103,1,American Civilizations,"Anthony-VanOrsdal, An",35,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,3.91
Fall 2015,HST,103,2,American Civilizations,"Anthony-VanOrsdal, An",35,4,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,45,3.75
Fall 2015,HST,103,3,American Civilizations,"Salas, Nora Lynn",18,7,5,5,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,42,3.5
Fall 2015,HST,103,4,American Civilizations,"Tripp, Steve E",15,2,7,4,3,5,3,0,2,0,0,0,1,0,1,0,0,0,0,43,3.19
Fall 2015,HST,103,5,American Civilizations,"Pospisek, Patrick All",11,17,5,6,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,45,3.38
Fall 2015,HST,103,6,American Civilizations,"Childress, Micah D",3,5,6,10,5,0,7,1,0,2,0,0,6,0,0,0,0,0,0,45,2.86
Fall 2015,HST,103,7,American Civilizations,"Moore, Louis A",11,9,9,7,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,45,3.35
Fall 2015,HST,103,8,American Civilizations,"Young, Jeremy C",8,15,11,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,45,3.43
Fall 2015,HST,103,9,American Civilizations,"Pospisek, Patrick All",12,6,3,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,27,3.55
Fall 2015,HST,103,10,American Civilizations,"Gottlieb, Gabriele",11,4,7,13,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,44,3.07
Fall 2015,HST,103,11,American Civilizations,"Anthony-VanOrsdal, An",35,0,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,42,3.78
Fall 2015,HST,103,12,American Civilizations,"Salas, Nora Lynn",22,10,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,3.64
Fall 2015,HST,103,13,American Civilizations,"Daley, Matthew L",42,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,45,4
Fall 2015,HST,200,1,SWS Nazi Germany,"Crouthamel, Jason P",3,3,3,8,3,3,1,2,0,0,2,0,2,0,1,0,0,0,0,31,2.76
Fall 2015,HST,200,2,SWS Race/Religion - Latin Amer,"Huner, Michael Kennet",0,3,2,2,4,0,1,0,0,0,5,1,3,0,0,0,0,0,0,21,2.15
Fall 2015,HST,203,1,SWS World History to 1500 A.D.,"Shan, Fuliang P",9,10,5,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,32,3.44
Fall 2015,HST,203,2,SWS World History to 1500 A.D.,"Warber, Samantha M",3,3,3,4,3,2,1,1,1,0,1,0,2,0,0,0,0,0,0,24,2.85
Fall 2015,HST,203,3,SWS World History to 1500 A.D.,"Smither, James R",8,4,2,3,3,0,1,0,0,0,1,0,6,0,0,0,0,0,0,28,3.3
Fall 2015,HST,203,4,SWS World History to 1500 A.D.,"Shan, Fuliang P",8,10,10,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,34,3.54
Fall 2015,HST,203,5,SWS World History to 1500 A.D.,"Warber, Samantha M",2,2,4,2,5,1,1,2,1,0,2,0,0,0,0,0,0,0,0,22,2.6
Fall 2015,HST,203,6,SWS World History to 1500 A.D.,"Hendershot, Gillian",2,1,1,4,3,2,2,1,0,0,1,0,3,0,0,0,0,0,0,20,2.67
Fall 2015,HST,204,1,SWS World History since 1500,"Hendershot, Gillian",1,2,4,9,6,3,4,0,0,0,0,0,3,0,0,0,0,0,0,32,2.85
Fall 2015,HST,204,2,SWS World History since 1500,"Peterson, Andrew C",4,1,4,3,11,6,2,1,0,0,0,0,0,0,0,0,0,0,0,32,2.85
Fall 2015,HST,204,3,SWS World History since 1500,"Peterson, Andrew C",3,5,7,4,3,3,2,2,0,0,3,0,1,0,0,0,0,0,0,33,2.75
Fall 2015,HST,204,4,SWS World History since 1500,"Hendershot, Gillian",2,2,4,8,6,2,2,1,0,0,2,0,3,0,0,0,0,0,0,32,2.73
Fall 2015,HST,204,5,SWS World History since 1500,"Peterson, Andrew C",5,1,3,5,5,2,3,4,1,0,1,0,0,0,0,0,0,0,0,30,2.69
Fall 2015,HST,205,1,SWS American History to 1877,"O'Neill, Sean P",0,2,2,4,7,5,5,2,0,0,0,0,4,0,0,0,0,0,0,31,2.59
Fall 2015,HST,205,2,SWS American History to 1877,"O'Neill, Sean P",1,1,2,1,5,4,3,2,0,2,0,0,3,0,0,0,0,0,0,24,2.45
Fall 2015,HST,205,3,SWS American History to 1877,"Pospisek, Patrick All",9,5,1,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,22,3.42
Fall 2015,HST,205,4,SWS American History to 1877,"Gottlieb, Gabriele",6,5,7,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,3.37
Fall 2015,HST,205,5,SWS American History to 1877,"Pospisek, Patrick All",10,1,10,3,3,0,1,2,0,2,1,0,0,0,0,0,0,0,0,33,3.07
Fall 2015,HST,206,1,SWS American HST since 1877,"Anthony-VanOrsdal, An",25,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,3.86
Fall 2015,HST,206,2,SWS American HST since 1877,"Howard, Jonathan S",2,4,3,10,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,32,3
Fall 2015,HST,206,3,SWS American HST since 1877,"Young, Jeremy C",8,7,9,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,29,3.42
Fall 2015,HST,206,4,SWS American HST since 1877,"Murphy, Paul",0,2,2,4,3,2,2,0,0,0,1,0,3,0,0,0,0,0,0,19,2.67
Fall 2015,HST,206,5,SWS American HST since 1877,"Young, Jeremy C",4,8,10,3,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,33,3.13
Fall 2015,HST,207,1,Euro Civ to Later Middle Ages,"Chapman, Alice L",6,3,2,12,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,31,3
Fall 2015,HST,211,1,History of Islamic Civ,"Goode, James F",0,1,1,3,2,6,4,3,2,2,1,0,3,0,0,0,0,0,0,28,2.12
Fall 2015,HST,211,2,SWS History of Islamic Civ,"Lingwood, Chad G",0,4,4,6,3,2,2,0,2,0,1,0,0,0,1,0,0,0,0,25,2.72
Fall 2015,HST,290,1,Research Methods in History,"Daley, Matthew L",25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.99
Fall 2015,HST,306,1,The 'American Century',"Salas, Nora Lynn",10,11,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,30,3.61
Fall 2015,HST,311,1,U.S. Religious History,"Montagna, Douglas",5,2,2,3,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,19,3.23
Fall 2015,HST,316,1,US Civil Rights Movement Hst,"Moore, Louis A",3,6,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3.42
Fall 2015,HST,317,1,Hst Amer Foreign Relations,"Goode, James F",2,2,1,3,4,1,8,5,0,2,1,0,0,0,0,0,0,0,0,29,2.32
Fall 2015,HST,317,2,SWS Hst of Amer For Relations,"Goode, James F",0,2,2,1,3,4,1,3,0,1,0,0,1,0,0,0,0,0,0,18,2.49
Fall 2015,HST,318,1,Hst of Democracy in America,"Murphy, Paul",4,3,2,9,3,1,0,0,0,0,1,0,2,0,0,0,0,0,0,25,3.09
Fall 2015,HST,319,1,Human Traffic & Trafficking,"Gottlieb, Gabriele",8,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,3.61
Fall 2015,HST,322,1,American Identity and Sports,"Moore, Louis A",5,11,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3.51
Fall 2015,HST,323,1,Michigan History,"Daley, Matthew L",15,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,3.86
Fall 2015,HST,330,1,SWS Colonial Latin America,"Stark, David M",5,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15,3.25
Fall 2015,HST,333,1,Modern China,"Shan, Fuliang P",11,8,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27,3.74
Fall 2015,HST,337,1,The Age of Islamic Empire,"Lingwood, Chad G",3,3,4,5,7,1,2,0,0,1,0,0,2,0,0,0,0,0,0,28,2.98
