Term,Course Code,Course Number,Section Number,Title,Instructor,A,A-,B+,B,B-,C+,C,C-,D+,D,F,I,W,AU,CR,NC,X,NR,IP,Total,GPA
Winter 2015,STA,345,1,Statistics in Sports,"Helmholdt, Eric J",14,6,2,1,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,29,3.36
Winter 2015,STA,345,2,Statistics in Sports,"Helmholdt, Eric J",6,4,3,3,3,2,4,2,1,0,1,0,1,0,0,0,0,0,0,30,2.87
Winter 2015,STA,415,1,Mathematical Stats 2,"Richardson, Mary G",3,2,3,3,0,1,4,2,0,1,1,0,0,0,0,0,0,0,0,20,2.65
Winter 2015,STA,415,2,Mathematical Stats 2,"Richardson, Mary G",4,1,3,6,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,21,2.85
Winter 2015,STA,425,1,Actuarial Probability and Stat,"Jinn, Jann-Huei",3,4,1,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,3.5
Winter 2015,STA,610,2,Appl Stats for Health Prof,"Reischman, Diann",12,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.63
Winter 2015,STA,610,3,Appl Stats for Health Prof,"Zeitler, David",4,3,4,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,3.54
Winter 2015,STA,616,1,Statistical Programming,"Kapitula, Laura Ring",14,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21,3.83
Winter 2015,STA,623,1,Categorical Data Analysis,"Downer, Robert G",12,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19,3.78
Winter 2015,STA,625,1,Clinical Trials,"Stephenson, Paul L",16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.87
Winter 2015,STA,628,1,Survival Analysis,"Frobish, Daniel J",11,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,3.75
Winter 2015,STA,630,1,Advanced Biostatistics,"Downer, Robert G",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.98
Winter 2015,SW,150,1,Hum Needs in Complex Soc,"Hendrick, Jerry",9,7,11,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,33,3.45
Winter 2015,SW,150,2,Hum Needs in Complex Soc,"Collier, Pamela J",26,0,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,37,3.64
Winter 2015,SW,150,3,Hum Needs in Complex Soc,"Groce, Daniel L",1,2,8,10,6,2,1,0,0,0,1,0,7,0,0,0,0,0,0,38,2.92
Winter 2015,SW,150,4,Hum Needs in Complex Soc,"Groce, Daniel L",3,2,9,11,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,36,3.09
Winter 2015,SW,150,5,Hum Needs in Complex Soc,"Huinil, Thavone I",31,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35,3.98
Winter 2015,SW,300,1,Pluralism in American Society,"Sharda, Elizabeth A",8,6,5,6,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,31,3.37
Winter 2015,SW,300,2,Pluralism in American Society,"VanderBent, Jill S",22,2,2,4,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,35,3.46
Winter 2015,SW,300,3,Pluralism in American Society,"Leon, Mirta Paola",19,6,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,3.61
Winter 2015,SW,300,4,Pluralism in American Society,"Gripentrog, Brian L",13,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,3.76
Winter 2015,SW,316,1,Interviewing in Social Work,"Smith, Steven L",21,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.87
Winter 2015,SW,316,2,Interviewing in Social Work,"Borst, Joan M",12,7,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,27,3.67
Winter 2015,SW,316,3,Interviewing in Social Work,"Dole, Kathleen M",16,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,3.87
Winter 2015,SW,316,4,Interviewing in Social Work,"Pelon, Sally Beth",24,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,3.93
Winter 2015,SW,316,5,Interviewing in Social Work,"Fix, Ellen B",6,14,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,3.57
Winter 2015,SW,316,6,Interviewing in Social Work,"Youker, Brandon Won",17,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,3.82
Winter 2015,SW,318,1,Generalist Practice II,"Anderson, Jason J",13,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.76
Winter 2015,SW,318,2,Generalist Practice II,"Bottomley, Nicholas A",23,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3.86
Winter 2015,SW,318,3,Generalist Practice II,"Bottomley, Nicholas A",13,9,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28,3.71
Winter 2015,SW,318,4,Generalist Practice II,"Zuidema, Sarah C",24,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3.79
Winter 2015,SW,318,5,Generalist Practice II,"Anderson, Jason J",17,9,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,3.74
Winter 2015,SW,320,1,Child Welfare Services,"Berry, Brandi Joi",9,6,1,2,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,26,3.43
Winter 2015,SW,322,1,Responding to Illness,"Borst, Joan M",21,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3.88
Winter 2015,SW,322,2,Responding to Illness,"Sutherby, Carolyn G",15,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,3.82
Winter 2015,SW,333,1,Working with LGBT Community,"Berlin, Scott Jay",19,2,2,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,30,3.7
Winter 2015,SW,341,1,Human Behavior Soc Envir 2,"Leon, Mirta Paola",14,6,4,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,34,3.44
Winter 2015,SW,341,2,Human Behavior Soc Envir 2,"Pelon, Sally Beth",24,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,3.89
Winter 2015,SW,341,3,Human Behavior Soc Envir 2,"Leon, Mirta Paola",21,2,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,32,3.61
Winter 2015,SW,341,4,Human Behavior Soc Envir 2,"Pelon, Sally Beth",19,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3.73
Winter 2015,SW,341,5,Human Behavior Soc Envir 2,"Fix, Ellen B",1,8,10,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29,3.26
Winter 2015,SW,380,2,Law & SW:Affect Clients & Prac,"Scheuerle, Kathleen M",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4
Winter 2015,SW,380,3,Act Self-Care/Enh Client Care,"Schuurman, Shelley",13,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,3.71
Winter 2015,SW,380,4,Neuroscience & Mental Health,"Lopez-Arias, Salvador",3,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.53
Winter 2015,SW,439,1,The Family and SW Practice,"Huang, Lihua",8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.75
Winter 2015,SW,439,2,The Family and SW Practice,"Huang, Lihua",10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.79
Winter 2015,SW,461,1,Multicultural Issues,"Gripentrog, Brian L",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4
Winter 2015,SW,491,2,Social Work Field Education II,"Boerman, Jennifer D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,.
Winter 2015,SW,491,11,Social Work Field Education II,"Scheuerle, Kathleen M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,.
Winter 2015,SW,493,4,Social Work Field Seminar II,"Schuurman, Shelley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,.
Winter 2015,SW,493,12,Social Work Field Seminar II,"Tompkins, Amy E",0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,12,.
Winter 2015,SW,495,1,SWS Social Work Capstone,"Berlin, Scott Jay",29,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,3.93
Winter 2015,SW,495,2,SWS Social Work Capstone,"Masselink, Sandra Ann",20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,4
Winter 2015,SW,495,3,SWS Social Work Capstone,"Kiger, Paul M",4,4,4,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19,3.36
Winter 2015,SW,495,4,SWS Social Work Capstone,"Moore, Lorelei J",15,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.67
Winter 2015,SW,495,5,SWS Social Work Capstone,"Schuurman, Shelley",21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.92
Winter 2015,SW,600,1,Cultural Competency,"Owens, Lois S",9,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,3.71
Winter 2015,SW,601,1,Social Work Foundations,"Owens, Lois S",14,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,3.85
Winter 2015,SW,603,1,Integrated Methods,"Ash, James E",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4
Winter 2015,SW,610,1,Soc Welfare Policy and Svc 1,"Teat, Nancy L",13,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.77
Winter 2015,SW,610,2,Soc Welfare Policy and Svc 1,"Lathers, Robert S",12,2,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,3.72
Winter 2015,SW,610,3,Soc Welfare Policy and Svc 1,"Strange, Jennifer L",6,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.73
Winter 2015,SW,612,1,Soc Pol: Families and Chldrn,"House, Tommy G",8,7,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3.52
Winter 2015,SW,612,2,Soc Pol: Families and Chldrn,"House, Tommy G",1,5,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,18,3.04
Winter 2015,SW,620,1,Human Behavior and Soc Envr,"Burton, Myra J",6,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,3.57
Winter 2015,SW,620,2,Human Behavior and Soc Envr,"Kasiborski, Natalie B",14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.9
Winter 2015,SW,622,1,Psychopath and Soc Deviance,"Smith-Colton, Robin L",5,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.51
Winter 2015,SW,622,2,Psychopath and Soc Deviance,"Green-Smith, Dianne M",7,5,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3.44
Winter 2015,SW,622,3,Psychopath and Soc Deviance,"Smith-Colton, Robin L",2,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.41
Winter 2015,SW,640,1,Advanced Generalist Practice,"Langlois, Jamie J",21,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.82
Winter 2015,SW,640,2,Advanced Generalist Practice,"VanBaale, Derik W",31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3.99
Winter 2015,SW,640,3,Advanced Generalist Practice,"Marsh, Laura L",25,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,3.94
Winter 2015,SW,640,4,Advanced Generalist Practice,"Orr, Renee M",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4
Winter 2015,SW,640,5,Advanced Generalist Practice,"Mulder, Cray A",3,7,10,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,29,3.26
Winter 2015,SW,654,14,Field Education III,"Kuiper, Donna M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,.
Winter 2015,SW,655,14,Field Education Seminar III,"Kuiper, Donna M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,.
Winter 2015,SW,660,1,Grntwrting and Resource Devel,"Smith, Christopher B",11,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,3.68
Winter 2015,SW,660,2,Grntwrting and Resource Devel,"Youker, Brandon Won",7,7,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,3.53
Winter 2015,SW,662,1,Substance Abuse & SW Pract,"Johnson, Jerry L",25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.96
Winter 2015,SW,662,2,Substance Abuse & SW Pract,"White, Leslie J",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
Winter 2015,SW,662,3,Substance Abuse & SW Pract,"Lopez-Arias, Salvador",6,7,5,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,23,3.47
Winter 2015,SW,662,5,Substance Abuse & SW Pract,"Ellis, Anglea M",16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.95
Winter 2015,SW,664,1,SW Practice in Schools,"Schott, Elaine J",6,1,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,3.51
Winter 2015,SW,670,1,Soc Wk Practice: Individuals,"Waterstradt, Carolyn",18,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,3.96
Winter 2015,SW,670,2,Soc Wk Practice: Individuals,"Boone, Kristine M",17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.98
Winter 2015,SW,671,1,Social Work Practice in Health,"Bugg Foley, Karen S",12,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,3.69
Winter 2015,SW,672,1,Social Work Practice: Groups,"White, Leslie J",19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3.96
Winter 2015,SW,674,1,SW Practice: Fam and Child,"Burguard, Beth L",6,9,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23,3.37
Winter 2015,SW,674,2,SW Practice: Fam and Child,"Burguard, Beth L",3,1,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.29
Winter 2015,SW,674,3,SW Practice: Fam and Child,"Towns, Jennifer K",9,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,3.71
Winter 2015,SW,675,1,Child Welfare and Family Svc,"Berry, Brandi Joi",7,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,3.57
Winter 2015,SW,676,1,Community and Social Planning,"Zuidema, Sarah C",18,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.82
Winter 2015,SW,678,1,Human Services Administration,"Kuzma, Matthew T",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4
Winter 2015,SW,679,1,Program Planning and Eval,"Youker, Brandon Won",2,9,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,3.45
Winter 2015,SW,680,4,Core Conc - Child/ADOL Trauma,"Bolea, Patricia",12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.81
Winter 2015,SW,690,1,Social Research I,"Delaney, Elizabeth A",11,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.76
Winter 2015,SW,690,2,Social Research I,"Huang, Lihua",4,11,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,3.4
Winter 2015,SW,693,1,Social Research II,"Mulder, Cray A",3,3,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,16,3
Winter 2015,SW,693,3,Social Research II,"Methner, Lynn M",7,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,19,3.69
Winter 2015,SW,693,4,Social Research II,"Johnson, Jerry L",25,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,28,4
Winter 2015,US,102,1,Career Education Class,"Moore, Derek E",23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,4
Winter 2015,US,102,2,Career Education Class,"Moore, Derek E",22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,4
Winter 2015,US,102,3,Career Education Class,"Marganti, Nicole D",15,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,20,3.51
Winter 2015,US,102,4,Career Education Class,"Swanson, Karel M",16,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,3.72
Winter 2015,US,102,6,Career Education Class,"Wheeler, Sara A",10,1,2,2,1,1,1,1,0,1,2,0,2,0,0,0,0,0,0,24,3
Winter 2015,US,102,7,Career Education Class,"Debernardi, Nicholas",21,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,3.83
Winter 2015,US,102,8,Career Education Class,"Evans, Kristen M",11,0,1,3,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,22,2.94
Winter 2015,US,102,9,Career Education Class,"Debernardi, Nicholas",16,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,19,3.76
Winter 2015,US,102,10,Career Education Class,"Eikenhout, Brian J",8,2,0,2,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,19,3.09
Winter 2015,US,102,11,Career Education Class,"Stoll, Michael R",13,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,3.84
Winter 2015,US,102,12,Career Education Class,"Guzman, Valerie R",8,4,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,3.69
Winter 2015,US,102,13,Career Education Class,"Hottenstein, Joy Lave",16,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,3.5
Winter 2015,US,102,14,Career Education Class,"White, Sulari T",3,1,4,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,13,3.33
Winter 2015,US,102,15,Career Education Class,"McDonell, Kelly F",10,1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,17,3.51
Winter 2015,US,102,16,Career Education Class,"Bossick, Brian E",11,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,16,3.62
Winter 2015,US,102,17,Career Education Class,"Veltri, Meghan E",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4
Winter 2015,US,180,1,Strat for Academic Success,"Koval, Leijhi A",9,1,3,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,19,3.57
Winter 2015,US,180,2,Strat for Academic Success,"Rautio, Jackie R",6,2,2,2,2,0,0,1,0,2,2,0,2,0,0,0,0,0,0,21,2.79
Winter 2015,US,180,3,Strat for Academic Success,"Rautio, Jackie R",3,2,1,0,1,0,5,0,0,0,2,0,1,0,0,0,0,0,0,15,2.53
Winter 2015,US,301,1,Job Search Strategies,"Staggs, Lori Marcusse",9,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,18,3.78
Winter 2015,US,301,2,Job Search Strategies,"Knapp, Lisa A",15,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,3.96
Winter 2015,US,301,3,Job Search Strategies,"Becklin, Rachel M",11,3,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19,3.54
Winter 2015,US,301,4,Job Search Strategies,"Dombrowski, Stephanie",16,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,3.94
Winter 2015,US,301,5,Job Search Strategies,"Babbitt, Christopher",12,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17,3.94
Winter 2015,WGS,200,2,Intro to Gender Studies,"Weekley, Ayana K",11,11,4,4,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,35,3.5
Winter 2015,WGS,200,3,Intro to Gender Studies,"DeMuth, Danielle M",5,7,3,2,8,1,1,0,0,2,3,0,2,0,0,0,0,0,0,34,2.8
Winter 2015,WGS,200,4,Intro to Gender Studies,"Mason, Julia",4,8,3,5,1,0,2,2,0,0,3,0,4,0,0,0,0,0,0,32,2.88
Winter 2015,WGS,200,5,Intro to Gender Studies,"Chakravarty, Debjani",19,3,5,2,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,35,3.33
Winter 2015,WGS,200,6,Intro to Gender Studies,"DeMuth, Danielle M",5,7,2,5,4,2,0,3,0,1,4,0,2,0,0,0,0,0,0,35,2.7
Winter 2015,WGS,200,7,Intro to Gender Studies,"Chakravarty, Debjani",23,6,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,35,3.8
Winter 2015,WGS,200,8,Intro to Gender Studies,"Weekley, Ayana K",13,4,3,2,2,4,2,0,1,0,0,0,3,0,0,0,0,0,0,34,3.31
Winter 2015,WGS,224,1,Introduction to LGBTQ Studies,"Keegan, Cael",7,6,3,3,5,2,2,1,0,1,0,0,2,0,0,0,0,0,0,32,3.13
Winter 2015,WGS,255,1,Gender and Popular Culture,"Mason, Julia",9,6,5,7,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,35,3.27
Winter 2015,WGS,360,1,SWS Foundations of Feminism,"Weekley, Ayana K",8,2,3,5,3,2,0,2,0,0,0,0,1,0,0,0,0,0,0,26,3.22
Winter 2015,WGS,365,1,Queer Theory,"Keegan, Cael",5,5,3,3,1,1,0,1,0,1,1,0,2,0,0,0,0,0,0,23,3.1
Winter 2015,WGS,380,1,Vis Thnkrs: El Saadawi,"DeMuth, Danielle M",3,5,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,3.47
Winter 2015,WGS,492,1,Community Collaborative,"Chakravarty, Debjani",9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.86
Winter 2015,WGS,495,1,SWS Capstone,"Mason, Julia",7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.59
Winter 2015,WRT,150,1,Strategies in Writing,"Vansickle, James E",0,0,5,2,1,4,4,0,2,0,3,0,2,0,0,0,0,0,0,23,2.14
Winter 2015,WRT,150,2,Strategies in Writing,"Kierzek, Jennifer L",7,0,3,6,0,2,8,0,0,1,0,0,1,0,0,0,0,0,0,28,2.87
Winter 2015,WRT,150,3,Strategies in Writing,"Gibbons, Teresa A",1,1,7,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,16,3.05
Winter 2015,WRT,150,4,Strategies in Writing,"Richter, Jessalyn Joy",3,0,6,3,0,3,8,1,0,1,1,0,1,0,0,0,0,0,0,27,2.55
Winter 2015,WRT,150,5,Strategies in Writing,"White, Julie A",4,0,15,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,27,3.1
Winter 2015,WRT,150,6,Strategies in Writing,"Lubic, Tamara M",3,0,1,5,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2.78
Winter 2015,WRT,150,7,Strategies in Writing,"Hecksel, Arlene M",5,0,15,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,28,3.12
Winter 2015,WRT,150,8,Strategies in Writing,"Hulst, Craig R",5,0,4,2,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,17,3.13
Winter 2015,WRT,150,9,Strategies in Writing,"Lotz, Mary J",4,0,9,4,0,1,5,0,0,0,2,0,1,0,0,0,0,0,0,26,2.8
Winter 2015,WRT,150,10,Strategies in Writing,"Norkus, Amy C",4,0,15,1,0,4,1,0,1,1,0,0,1,0,0,0,0,0,0,28,3.04
Winter 2015,WRT,150,11,Strategies in Writing,"Vansickle, James E",0,1,6,5,2,6,5,0,1,0,2,0,0,0,0,0,0,0,0,28,2.46
Winter 2015,WRT,150,12,Strategies in Writing,"Kierzek, Jennifer L",4,0,8,4,1,3,6,0,0,0,0,0,1,0,0,0,0,0,0,27,2.92
Winter 2015,WRT,150,13,Strategies in Writing,"Gibbons, Teresa A",9,0,6,3,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,27,3.16
Winter 2015,WRT,150,14,Strategies in Writing,"Dickerson, Sarah",3,0,6,0,0,13,3,0,1,0,2,0,0,0,0,0,0,0,0,28,2.46
Winter 2015,WRT,150,15,Strategies in Writing,"Lubic, Tamara M",0,0,2,8,0,6,8,0,0,1,2,0,1,0,0,0,0,0,0,28,2.27
Winter 2015,WRT,150,16,Strategies in Writing,"Hulst, Craig R",6,0,11,2,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,27,2.93
Winter 2015,WRT,150,17,Strategies in Writing,"Richter, Jessalyn Joy",10,0,6,2,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0,28,3.01
Winter 2015,WRT,150,18,Strategies in Writing,"Iadonisi, Richard A",0,2,2,8,1,1,9,0,0,2,1,0,2,0,0,0,0,0,0,28,2.42
Winter 2015,WRT,150,19,Strategies in Writing,"Treanor, Lucia",2,0,11,2,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,27,2.74
Winter 2015,WRT,150,20,Strategies in Writing,"Lussky, Michele D",8,0,5,0,0,1,4,0,0,1,1,0,1,0,0,0,0,0,0,21,2.99
Winter 2015,WRT,150,21,Strategies in Writing,"Lubic, Tamara M",3,0,1,9,3,5,3,0,0,1,0,0,3,0,0,0,0,0,0,28,2.76
Winter 2015,WRT,150,22,Strategies in Writing,"Kelley-Lafata, Kimber",1,0,7,3,0,10,5,0,0,0,1,0,1,0,0,0,0,0,0,28,2.56
Winter 2015,WRT,150,23,Strategies in Writing,"Kelley-Lafata, Kimber",2,0,8,2,0,11,2,0,0,3,0,0,0,0,0,0,0,0,0,28,2.6
Winter 2015,WRT,150,24,Strategies in Writing,"Laidlaw, Susan D",1,0,10,0,0,9,2,0,0,1,3,0,2,0,0,0,0,0,0,28,2.41
Winter 2015,WRT,150,25,Strategies in Writing,"Kaitany, Andrea",4,0,11,2,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,26,2.98
Winter 2015,WRT,150,26,Strategies in Writing,"Kaitany, Andrea",4,0,7,7,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,28,2.86
Winter 2015,WRT,150,27,Strategies in Writing,"Robinson, Monica M",5,0,15,3,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,28,3.26
Winter 2015,WRT,150,28,Strategies in Writing,"Hecksel, Arlene M",4,0,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.11
Winter 2015,WRT,150,29,Strategies in Writing,"Hulst, Craig R",2,0,10,3,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,26,2.75
Winter 2015,WRT,150,30,Strategies in Writing,"Lotz, Mary J",4,0,12,3,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,28,3.07
Winter 2015,WRT,150,31,Strategies in Writing,"Laidlaw, Susan D",3,0,11,0,0,10,0,0,0,3,1,0,0,0,0,0,0,0,0,28,2.65
Winter 2015,WRT,150,32,Strategies in Writing,"Tynes, Jennifer Joann",4,0,3,5,0,6,5,0,0,1,2,0,1,0,0,0,0,0,0,27,2.53
Winter 2015,WRT,150,33,Strategies in Writing,"Iadonisi, Richard A",2,0,5,3,1,1,15,0,0,0,1,0,0,0,0,0,0,0,0,28,2.45
Winter 2015,WRT,150,34,Strategies in Writing,"Gibbons, Teresa A",3,0,7,4,2,5,3,0,0,0,1,0,1,0,0,0,0,0,0,26,2.8
Winter 2015,WRT,150,35,Strategies in Writing,"Treanor, Lucia",7,0,8,1,0,3,8,0,0,0,0,0,1,0,0,0,0,0,0,28,2.97
